STUDY_ID	SAMPLE_ID	MYC	BASP1
ccle_broad_2019	COV362_OVARY	74.9856	74.67679
ccle_broad_2019	COLO792_SKIN	45.42735	0.1587
ccle_broad_2019	COV434_OVARY	72.01727	1.06123
ccle_broad_2019	WM983B_SKIN	28.2158	0.58054
ccle_broad_2019	HS751T_FIBROBLAST	NA	NA
ccle_broad_2019	LS513_LARGE_INTESTINE	94.10518	0.079
ccle_broad_2019	NCIH2110_LUNG	32.57494	360.71347
ccle_broad_2019	CHAGOK1_LUNG	58.60961	211.84761
ccle_broad_2019	DMS454_LUNG	62.94445	31.23085
ccle_broad_2019	CORL47_LUNG	1.23147	109.15104
ccle_broad_2019	FTC238_THYROID	62.84743	46.14044
ccle_broad_2019	DMS273_LUNG	798.98712	32.36403
ccle_broad_2019	FTC133_THYROID	21.43022	1.06636
ccle_broad_2019	CORL311_LUNG	251.23015	0.14959
ccle_broad_2019	NCIH2286_LUNG	50.16019	11.59928
ccle_broad_2019	NCIH1339_LUNG	39.60726	121.69859
ccle_broad_2019	WM793_SKIN	12.3361	1.03689
ccle_broad_2019	A704_KIDNEY	43.82737	43.2043
ccle_broad_2019	MDAMB435S_SKIN	5.6821	11.28959
ccle_broad_2019	WM1799_SKIN	19.422	0.60602
ccle_broad_2019	MEWO_SKIN	51.23062	0.18049
ccle_broad_2019	WM88_SKIN	10.89951	0.55624
ccle_broad_2019	NCIH2081_LUNG	156.53781	211.4393
ccle_broad_2019	HS255T_FIBROBLAST	6.64326	68.97357
ccle_broad_2019	NCIH1092_LUNG	0.62375	101.34355
ccle_broad_2019	SW837_LARGE_INTESTINE	38.64294	0.77717
ccle_broad_2019	JHH6_LIVER	67.38664	0.29044
ccle_broad_2019	IGR1_SKIN	27.53671	0.70625
ccle_broad_2019	NCIH1105_LUNG	1.0272	0.37848
ccle_broad_2019	NCIH1436_LUNG	8.13719	57.92247
ccle_broad_2019	NCIH1876_LUNG	3.9938	133.54472
ccle_broad_2019	CORL24_LUNG	1.85806	52.38786
ccle_broad_2019	COV644_OVARY	13.58891	156.35553
ccle_broad_2019	GP2D_LARGE_INTESTINE	118.32459	0.09489
ccle_broad_2019	PECAPJ15_UPPER_AERODIGESTIVE_TRACT	48.36081	24.94056
ccle_broad_2019	CORL88_LUNG	2.62102	0.95959
ccle_broad_2019	CORL95_LUNG	1.10928	70.49062
ccle_broad_2019	PECAPJ49_UPPER_AERODIGESTIVE_TRACT	23.26114	60.20232
ccle_broad_2019	PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	104.7516	7.04889
ccle_broad_2019	CORL51_LUNG	NA	NA
ccle_broad_2019	RT11284_URINARY_TRACT	69.06289	2.14564
ccle_broad_2019	PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	20.44719	76.03609
ccle_broad_2019	OV7_OVARY	54.46135	68.79847
ccle_broad_2019	HT55_LARGE_INTESTINE	102.33128	0.31869
ccle_broad_2019	OAW42_OVARY	30.97281	8.99237
ccle_broad_2019	MDST8_LARGE_INTESTINE	18.13961	129.32767
ccle_broad_2019	OAW28_OVARY	19.23781	61.76006
ccle_broad_2019	SUIT2_PANCREAS	67.41944	0.54887
ccle_broad_2019	LC1SQSF_LUNG	NA	NA
ccle_broad_2019	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	237.14084	22.75183
ccle_broad_2019	SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	9.47821	14.19554
ccle_broad_2019	SKHEP1_LIVER	67.96456	110.56816
ccle_broad_2019	OVCAR8_OVARY	45.29294	141.06033
ccle_broad_2019	NCIH2172_LUNG	30.26921	390.00549
ccle_broad_2019	ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	19.20465	40.93294
ccle_broad_2019	NCIH596_LUNG	35.24771	201.60329
ccle_broad_2019	NCIH650_LUNG	65.5539	10.01666
ccle_broad_2019	SW1573_LUNG	45.58405	0.71545
ccle_broad_2019	OVMANA_OVARY	9.76209	27.80903
ccle_broad_2019	SKCO1_LARGE_INTESTINE	71.25075	0.15419
ccle_broad_2019	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	22.47364	10.35066
ccle_broad_2019	YAPC_PANCREAS	36.58149	0.6173
ccle_broad_2019	HT1197_URINARY_TRACT	26.68762	23.81325
ccle_broad_2019	A253_SALIVARY_GLAND	37.42704	97.31886
ccle_broad_2019	HCC366_LUNG	31.99346	0.17784
ccle_broad_2019	DKMG_CENTRAL_NERVOUS_SYSTEM	20.71109	14.77914
ccle_broad_2019	SNU349_KIDNEY	14.99296	0.15723
ccle_broad_2019	UMUC1_URINARY_TRACT	53.35105	13.00218
ccle_broad_2019	NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	143.11536	4.36276
ccle_broad_2019	NCIH292_LUNG	26.95012	57.4647
ccle_broad_2019	59M_OVARY	63.4697	214.75061
ccle_broad_2019	U118MG_CENTRAL_NERVOUS_SYSTEM	18.67703	65.72729
ccle_broad_2019	VMRCLCD_LUNG	NA	NA
ccle_broad_2019	HCC1833_LUNG	59.60031	0.39837
ccle_broad_2019	RH30_SOFT_TISSUE	45.8577	0.15176
ccle_broad_2019	TCCSUP_URINARY_TRACT	28.09217	51.18995
ccle_broad_2019	SNU601_STOMACH	52.91285	0.10152
ccle_broad_2019	CAL33_UPPER_AERODIGESTIVE_TRACT	42.20908	56.5823
ccle_broad_2019	SNU668_STOMACH	56.465	563.4198
ccle_broad_2019	CORL279_LUNG	285.41122	305.84
ccle_broad_2019	GB1_CENTRAL_NERVOUS_SYSTEM	30.77213	0.1088
ccle_broad_2019	KURAMOCHI_OVARY	34.26967	10.97073
ccle_broad_2019	COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA
ccle_broad_2019	COLO684_ENDOMETRIUM	76.39412	54.39504
ccle_broad_2019	KLM1_PANCREAS	NA	NA
ccle_broad_2019	GRM_SKIN	NA	NA
ccle_broad_2019	SNU685_ENDOMETRIUM	163.97401	10.88127
ccle_broad_2019	CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA
ccle_broad_2019	SNU886_LIVER	29.84487	72.3036
ccle_broad_2019	HCT8_LARGE_INTESTINE	NA	NA
ccle_broad_2019	NCCSTCK140_STOMACH	72.99468	7.79974
ccle_broad_2019	NCIH3255_LUNG	17.40418	68.6016
ccle_broad_2019	SNU719_STOMACH	56.09993	0.132
ccle_broad_2019	SNU489_CENTRAL_NERVOUS_SYSTEM	17.89381	0.30507
ccle_broad_2019	SNU81_LARGE_INTESTINE	56.02971	0.54213
ccle_broad_2019	A2058_SKIN	11.65567	0.14751
ccle_broad_2019	HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA
ccle_broad_2019	SNU1040_LARGE_INTESTINE	108.27628	0.28003
ccle_broad_2019	SNU1076_UPPER_AERODIGESTIVE_TRACT	27.6993	7.6927
ccle_broad_2019	SNU175_LARGE_INTESTINE	81.83068	0.08317
ccle_broad_2019	SNU407_LARGE_INTESTINE	86.92498	0.08091
ccle_broad_2019	SNU201_CENTRAL_NERVOUS_SYSTEM	8.49822	13.76454
ccle_broad_2019	KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	200.67284	30.01953
ccle_broad_2019	SNU216_STOMACH	36.10091	0.92274
ccle_broad_2019	SNU1196_BILIARY_TRACT	125.76662	0.12024
ccle_broad_2019	SNU1079_BILIARY_TRACT	49.5167	0.24777
ccle_broad_2019	HCC1195_LUNG	30.59233	71.76722
ccle_broad_2019	NCIH854_LUNG	105.39825	0.13652
ccle_broad_2019	SNU466_CENTRAL_NERVOUS_SYSTEM	5.52283	0.19705
ccle_broad_2019	YD38_UPPER_AERODIGESTIVE_TRACT	46.66165	52.74285
ccle_broad_2019	SNU1105_CENTRAL_NERVOUS_SYSTEM	13.26226	2.02711
ccle_broad_2019	SNU283_LARGE_INTESTINE	61.36766	0.11983
ccle_broad_2019	SNU46_UPPER_AERODIGESTIVE_TRACT	47.24387	100.82445
ccle_broad_2019	SNU308_BILIARY_TRACT	50.38573	6.54125
ccle_broad_2019	YD8_UPPER_AERODIGESTIVE_TRACT	23.46652	85.81198
ccle_broad_2019	SNU245_BILIARY_TRACT	92.87442	0.10002
ccle_broad_2019	SNU478_BILIARY_TRACT	333.09314	49.80023
ccle_broad_2019	SNU410_PANCREAS	42.35579	19.05615
ccle_broad_2019	SNU899_UPPER_AERODIGESTIVE_TRACT	49.11961	33.8125
ccle_broad_2019	SNU503_LARGE_INTESTINE	125.2526	22.08807
ccle_broad_2019	SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	149.08525	18.00119
ccle_broad_2019	SNU738_CENTRAL_NERVOUS_SYSTEM	56.45639	100.1876
ccle_broad_2019	SNU626_CENTRAL_NERVOUS_SYSTEM	1.60177	0.68551
ccle_broad_2019	SNU869_BILIARY_TRACT	43.47518	0.05867
ccle_broad_2019	SNU878_LIVER	21.78412	19.0118
ccle_broad_2019	SNU840_OVARY	27.28255	77.56647
ccle_broad_2019	SNU8_OVARY	9.86821	47.94207
ccle_broad_2019	NCIH684_LIVER	75.79582	0.16195
ccle_broad_2019	IGR39_SKIN	9.98749	24.42632
ccle_broad_2019	DAOY_CENTRAL_NERVOUS_SYSTEM	13.40217	49.61385
ccle_broad_2019	HEP3B217_LIVER	55.81341	0.12901
ccle_broad_2019	KYM1_SOFT_TISSUE	29.69118	0.1055
ccle_broad_2019	LC1F_LUNG	89.02612	11.06184
ccle_broad_2019	HLE_LIVER	NA	NA
ccle_broad_2019	CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	152.37007	64.44716
ccle_broad_2019	JMSU1_URINARY_TRACT	107.87349	118.56822
ccle_broad_2019	IMR32_AUTONOMIC_GANGLIA	0.17423	150.0905
ccle_broad_2019	SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	163.56131	16.71773
ccle_broad_2019	T3M4_PANCREAS	52.08905	41.86438
ccle_broad_2019	COLO818_SKIN	NA	NA
ccle_broad_2019	PK45H_PANCREAS	26.17115	108.95103
ccle_broad_2019	HEC59_ENDOMETRIUM	16.7036	9.55737
ccle_broad_2019	CPCN_LUNG	NA	NA
ccle_broad_2019	T3M10_LUNG	39.64856	87.03809
ccle_broad_2019	NUGC2_STOMACH	36.48573	97.99536
ccle_broad_2019	PLCPRF5_LIVER	31.32761	1.45738
ccle_broad_2019	KPNYN_AUTONOMIC_GANGLIA	1.05996	182.17192
ccle_broad_2019	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	7.77479	60.94914
ccle_broad_2019	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	95.98439	2.42291
ccle_broad_2019	KMRC3_KIDNEY	52.03107	157.85036
ccle_broad_2019	NCIH2023_LUNG	44.89769	244.25531
ccle_broad_2019	DMS153_LUNG	0.92737	44.06293
ccle_broad_2019	NCIH1048_LUNG	46.11827	35.55126
ccle_broad_2019	D341MED_CENTRAL_NERVOUS_SYSTEM	533.08948	24.67814
ccle_broad_2019	NCIH660_PROSTATE	12.53521	58.32892
ccle_broad_2019	NCIH1618_LUNG	0.29466	2.39969
ccle_broad_2019	HS675T_FIBROBLAST	6.32903	152.34732
ccle_broad_2019	PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	53.06129	0.09479
ccle_broad_2019	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	185.78961	23.14564
ccle_broad_2019	HT144_SKIN	12.7865	0.19577
ccle_broad_2019	SKMEL31_SKIN	4.56266	2.78721
ccle_broad_2019	HS839T_FIBROBLAST	9.2282	91.67472
ccle_broad_2019	HS939T_SKIN	22.5433	2.86267
ccle_broad_2019	OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	150.14713	101.91335
ccle_broad_2019	HS819T_FIBROBLAST	8.22018	62.07502
ccle_broad_2019	NCIH69_LUNG	1.2119	18.43316
ccle_broad_2019	DV90_LUNG	201.56812	0.16535
ccle_broad_2019	ZR751_BREAST	44.24981	0.60476
ccle_broad_2019	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	238.75653	0.53666
ccle_broad_2019	SKNBE2_AUTONOMIC_GANGLIA	0.2127	128.57745
ccle_broad_2019	HCC70_BREAST	25.21268	1.2031
ccle_broad_2019	NCIH2452_PLEURA	33.58619	102.33641
ccle_broad_2019	SNU1_STOMACH	50.65681	0.13725
ccle_broad_2019	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.2122	0.06746
ccle_broad_2019	HCC56_LARGE_INTESTINE	107.98753	0.13861
ccle_broad_2019	NCIH1648_LUNG	80.74297	44.83462
ccle_broad_2019	TO175T_FIBROBLAST	11.94272	31.91645
ccle_broad_2019	GLC82_LUNG	NA	NA
ccle_broad_2019	MPP89_PLEURA	54.40186	85.39146
ccle_broad_2019	PANC0813_PANCREAS	32.16587	0.15549
ccle_broad_2019	MG63_BONE	38.70118	162.04315
ccle_broad_2019	PK1_PANCREAS	49.76908	100.63668
ccle_broad_2019	HS840T_FIBROBLAST	21.07909	122.01556
ccle_broad_2019	NCIH23_LUNG	49.87017	149.02562
ccle_broad_2019	TE617T_SOFT_TISSUE	18.58556	3.60049
ccle_broad_2019	SW1088_CENTRAL_NERVOUS_SYSTEM	18.24391	101.13092
ccle_broad_2019	ISTMES2_PLEURA	54.45536	100.81181
ccle_broad_2019	NCIH1373_LUNG	37.48101	74.83593
ccle_broad_2019	NCIH1930_LUNG	39.16413	1.16804
ccle_broad_2019	NCIH1623_LUNG	26.42503	325.08289
ccle_broad_2019	HS229T_FIBROBLAST	13.69139	107.52025
ccle_broad_2019	NCIH1838_LUNG	62.57302	316.29541
ccle_broad_2019	NCIH1836_LUNG	0.09618	16.23005
ccle_broad_2019	HS688AT_FIBROBLAST	9.54059	77.82294
ccle_broad_2019	PANC0504_PANCREAS	22.81783	10.41271
ccle_broad_2019	HS822T_FIBROBLAST	8.59713	42.67397
ccle_broad_2019	BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	89.91231	46.96595
ccle_broad_2019	CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	142.35406	37.06683
ccle_broad_2019	G292CLONEA141B1_BONE	43.85511	88.25171
ccle_broad_2019	RCM1_LARGE_INTESTINE	106.59848	0.11907
ccle_broad_2019	HS737T_FIBROBLAST	7.62885	78.19658
ccle_broad_2019	HS616T_FIBROBLAST	12.02622	43.26244
ccle_broad_2019	HS600T_FIBROBLAST	7.35941	101.3204
ccle_broad_2019	TE159T_FIBROBLAST	8.7401	68.48276
ccle_broad_2019	A101D_SKIN	7.11849	0.15078
ccle_broad_2019	NCIH1755_LUNG	26.34146	62.8592
ccle_broad_2019	143B_BONE	20.01508	62.62848
ccle_broad_2019	RERFLCKJ_LUNG	11.18124	219.32739
ccle_broad_2019	NCIH1693_LUNG	14.37378	95.65701
ccle_broad_2019	SW780_URINARY_TRACT	28.19835	63.98211
ccle_broad_2019	HS683_CENTRAL_NERVOUS_SYSTEM	7.06348	34.78323
ccle_broad_2019	RKO_LARGE_INTESTINE	81.9435	0.08686
ccle_broad_2019	HS729_SOFT_TISSUE	15.30875	166.41241
ccle_broad_2019	JHOS2_OVARY	21.2975	16.62439
ccle_broad_2019	MCF7_BREAST	24.86007	194.53055
ccle_broad_2019	U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	139.17706	27.30512
ccle_broad_2019	SKLMS1_SOFT_TISSUE	37.92886	60.46483
ccle_broad_2019	HUTU80_SMALL_INTESTINE	45.96385	1.94789
ccle_broad_2019	HCC202_BREAST	1.76792	18.2317
ccle_broad_2019	MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	205.06087	1.88821
ccle_broad_2019	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	101.58021	0.15077
ccle_broad_2019	ONS76_CENTRAL_NERVOUS_SYSTEM	29.91223	107.08714
ccle_broad_2019	RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA
ccle_broad_2019	SNUC1_LARGE_INTESTINE	156.51805	0.12054
ccle_broad_2019	SKNDZ_AUTONOMIC_GANGLIA	0.20202	68.80082
ccle_broad_2019	DMS114_LUNG	30.74945	4.16289
ccle_broad_2019	TT_OESOPHAGUS	46.22669	23.42198
ccle_broad_2019	OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA
ccle_broad_2019	ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	118.73131	16.1763
ccle_broad_2019	OC315_OVARY	NA	NA
ccle_broad_2019	OC314_OVARY	43.10296	9.19382
ccle_broad_2019	SW1353_BONE	23.23964	55.80505
ccle_broad_2019	MDAMB157_BREAST	17.05812	96.46928
ccle_broad_2019	LN18_CENTRAL_NERVOUS_SYSTEM	3.09759	39.95095
ccle_broad_2019	769P_KIDNEY	59.27773	73.94807
ccle_broad_2019	786O_KIDNEY	29.35372	55.64875
ccle_broad_2019	CAOV3_OVARY	15.8371	12.68724
ccle_broad_2019	HEPG2_LIVER	71.03236	0.08683
ccle_broad_2019	MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA
ccle_broad_2019	NCIH524_LUNG	604.98828	25.77534
ccle_broad_2019	NCIH209_LUNG	0.3315	49.11264
ccle_broad_2019	MIAPACA2_PANCREAS	69.13301	0.10433
ccle_broad_2019	MCAS_OVARY	40.4888	0.14246
ccle_broad_2019	SBC5_LUNG	22.19998	1.12108
ccle_broad_2019	COLO829_SKIN	30.97839	0.25259
ccle_broad_2019	VCAP_PROSTATE	113.32095	9.23814
ccle_broad_2019	COLO704_OVARY	NA	NA
ccle_broad_2019	IPC298_SKIN	106.33532	0.41478
ccle_broad_2019	CAPAN2_PANCREAS	50.62056	0.1791
ccle_broad_2019	EFM192A_BREAST	54.81362	6.02708
ccle_broad_2019	HS766T_PANCREAS	25.2118	0.29435
ccle_broad_2019	EFO27_OVARY	35.62136	1.11509
ccle_broad_2019	A2780_OVARY	64.38384	1.07655
ccle_broad_2019	NCIH196_LUNG	5.24105	6.28298
ccle_broad_2019	IGROV1_OVARY	71.63943	0.27269
ccle_broad_2019	NCIH889_LUNG	3.7675	214.37225
ccle_broad_2019	NCIH211_LUNG	192.89737	44.70835
ccle_broad_2019	HS571T_OVARY	NA	NA
ccle_broad_2019	MDAPCA2B_PROSTATE	64.98242	21.23732
ccle_broad_2019	SKMEL24_SKIN	8.52238	0.19027
ccle_broad_2019	K029AX_SKIN	30.59849	0.69582
ccle_broad_2019	HT1376_URINARY_TRACT	39.06703	49.10454
ccle_broad_2019	NCIH2171_LUNG	270.64087	70.58795
ccle_broad_2019	PANC1005_PANCREAS	49.8345	0.12935
ccle_broad_2019	EVSAT_BREAST	NA	NA
ccle_broad_2019	HS695T_SKIN	8.74723	0.15304
ccle_broad_2019	CHL1_SKIN	NA	NA
ccle_broad_2019	LOUNH91_LUNG	18.60158	60.44947
ccle_broad_2019	LK2_LUNG	171.45479	103.19576
ccle_broad_2019	TOV21G_OVARY	45.7846	5.94755
ccle_broad_2019	SKMEL3_SKIN	45.07169	2.09602
ccle_broad_2019	ASPC1_PANCREAS	38.03115	0.09879
ccle_broad_2019	OVSAHO_OVARY	23.33336	13.88713
ccle_broad_2019	NCIH441_LUNG	53.55458	56.6389
ccle_broad_2019	RERFLCSQ1_LUNG	17.61563	156.43442
ccle_broad_2019	NCIH2030_LUNG	23.9876	260.16138
ccle_broad_2019	HMCB_SKIN	48.2553	41.37703
ccle_broad_2019	FUOV1_OVARY	94.47285	22.72294
ccle_broad_2019	MALME3M_SKIN	17.77381	0.14911
ccle_broad_2019	KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	323.78693	0.07285
ccle_broad_2019	T98G_CENTRAL_NERVOUS_SYSTEM	22.26252	63.78613
ccle_broad_2019	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	398.26404	40.87549
ccle_broad_2019	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	14.06298	0.19681
ccle_broad_2019	HEYA8_OVARY	152.81711	111.74069
ccle_broad_2019	NCIH2122_LUNG	114.25449	147.48863
ccle_broad_2019	MELJUSO_SKIN	33.66162	2.54566
ccle_broad_2019	SW620_LARGE_INTESTINE	98.45737	0.24236
ccle_broad_2019	HCT116_LARGE_INTESTINE	136.91283	0.10728
ccle_broad_2019	VMRCRCZ_KIDNEY	63.60134	60.16751
ccle_broad_2019	DU145_PROSTATE	32.92649	82.90752
ccle_broad_2019	MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	169.98807	23.44521
ccle_broad_2019	L33_PANCREAS	32.84648	46.4398
ccle_broad_2019	SKMEL2_SKIN	NA	NA
ccle_broad_2019	A549_LUNG	41.37925	143.75351
ccle_broad_2019	A172_CENTRAL_NERVOUS_SYSTEM	10.83192	15.90903
ccle_broad_2019	NCIH1975_LUNG	154.22308	146.39128
ccle_broad_2019	COLO679_SKIN	36.53736	0.34651
ccle_broad_2019	KP2_PANCREAS	10.85485	0.10528
ccle_broad_2019	HUH1_LIVER	56.67803	0.77781
ccle_broad_2019	MDAMB453_BREAST	26.75774	0.24788
ccle_broad_2019	PANC0403_PANCREAS	28.79636	0.14276
ccle_broad_2019	TYKNU_OVARY	70.96436	18.64602
ccle_broad_2019	OVISE_OVARY	52.3222	3.87298
ccle_broad_2019	EFM19_BREAST	64.7561	0.10563
ccle_broad_2019	MELHO_SKIN	26.8945	0.23012
ccle_broad_2019	RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	158.52348	72.29067
ccle_broad_2019	G361_SKIN	125.44302	0.07829
ccle_broad_2019	NCIH647_LUNG	47.88689	51.44881
ccle_broad_2019	GMS10_CENTRAL_NERVOUS_SYSTEM	13.12109	9.45922
ccle_broad_2019	SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	96.49915	15.94388
ccle_broad_2019	HLFA_FIBROBLAST	12.0881	122.82899
ccle_broad_2019	42MGBA_CENTRAL_NERVOUS_SYSTEM	18.67257	109.28839
ccle_broad_2019	KCIMOH1_PANCREAS	NA	NA
ccle_broad_2019	HCC44_LUNG	154.45927	48.66572
ccle_broad_2019	KYSE70_OESOPHAGUS	42.91517	19.9813
ccle_broad_2019	1321N1_CENTRAL_NERVOUS_SYSTEM	NA	NA
ccle_broad_2019	GAMG_CENTRAL_NERVOUS_SYSTEM	27.98172	171.67044
ccle_broad_2019	NCIH522_LUNG	58.92206	0.40737
ccle_broad_2019	EN_ENDOMETRIUM	42.00309	5.98661
ccle_broad_2019	PK59_PANCREAS	73.96619	0.18403
ccle_broad_2019	SNB19_CENTRAL_NERVOUS_SYSTEM	NA	NA
ccle_broad_2019	COLO741_SKIN	41.69872	0.50804
ccle_broad_2019	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	63.21046	29.17537
ccle_broad_2019	NCIH661_LUNG	13.11714	17.85962
ccle_broad_2019	LNCAPCLONEFGC_PROSTATE	90.4434	0.33567
ccle_broad_2019	LS411N_LARGE_INTESTINE	85.52965	0.15291
ccle_broad_2019	HCC78_LUNG	57.17544	0.25565
ccle_broad_2019	YKG1_CENTRAL_NERVOUS_SYSTEM	10.54404	0.62722
ccle_broad_2019	ESS1_ENDOMETRIUM	17.54838	46.55259
ccle_broad_2019	U251MG_CENTRAL_NERVOUS_SYSTEM	22.65147	1.22278
ccle_broad_2019	TE11_OESOPHAGUS	48.19336	82.16881
ccle_broad_2019	KS1_CENTRAL_NERVOUS_SYSTEM	11.81242	0.15459
ccle_broad_2019	HEC1A_ENDOMETRIUM	44.45138	0.14114
ccle_broad_2019	TE1_OESOPHAGUS	30.96611	108.01257
ccle_broad_2019	JHUEM2_ENDOMETRIUM	1.10324	0.11618
ccle_broad_2019	MOGGUVW_CENTRAL_NERVOUS_SYSTEM	NA	NA
ccle_broad_2019	RERFLCAD1_LUNG	17.62661	117.56409
ccle_broad_2019	TE5_OESOPHAGUS	33.43912	43.09011
ccle_broad_2019	KELLY_AUTONOMIC_GANGLIA	0.27464	90.62386
ccle_broad_2019	NCIH1155_LUNG	0.17055	5.02896
ccle_broad_2019	TE15_OESOPHAGUS	27.99572	24.6769
ccle_broad_2019	ABC1_LUNG	14.43586	0.72189
ccle_broad_2019	8MGBA_CENTRAL_NERVOUS_SYSTEM	4.97226	66.51835
ccle_broad_2019	NCIH1703_LUNG	37.71069	160.99123
ccle_broad_2019	AGS_STOMACH	31.74392	0.09862
ccle_broad_2019	QGP1_PANCREAS	41.66939	47.23214
ccle_broad_2019	DETROIT562_UPPER_AERODIGESTIVE_TRACT	26.47197	130.83026
ccle_broad_2019	BT474_BREAST	30.65067	92.2775
ccle_broad_2019	ACHN_KIDNEY	49.87555	39.02172
ccle_broad_2019	LOVO_LARGE_INTESTINE	90.57897	0.15151
ccle_broad_2019	NCIH1581_LUNG	48.18989	7.72517
ccle_broad_2019	SCABER_URINARY_TRACT	41.92267	81.155
ccle_broad_2019	SKMEL30_SKIN	30.83568	0.28505
ccle_broad_2019	OVKATE_OVARY	8.10237	10.85496
ccle_broad_2019	22RV1_PROSTATE	99.53629	3.20682
ccle_broad_2019	C32_SKIN	42.34417	0.12496
ccle_broad_2019	PANC0327_PANCREAS	54.26335	10.4082
ccle_broad_2019	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	275.49896	11.96276
ccle_broad_2019	DLD1_LARGE_INTESTINE	49.8395	0.10906
ccle_broad_2019	ES2_OVARY	72.32229	166.91631
ccle_broad_2019	NCIH1395_LUNG	71.13095	0.94068
ccle_broad_2019	NCIH1781_LUNG	34.76331	1.99822
ccle_broad_2019	LS1034_LARGE_INTESTINE	100.14438	0.12026
ccle_broad_2019	G402_SOFT_TISSUE	81.45762	0.1742
ccle_broad_2019	NCIH146_LUNG	65.48255	122.62335
ccle_broad_2019	SW48_LARGE_INTESTINE	218.27679	0.62342
ccle_broad_2019	CHP212_AUTONOMIC_GANGLIA	0.31003	5.27044
ccle_broad_2019	LS180_LARGE_INTESTINE	99.86942	0.08426
ccle_broad_2019	SW403_LARGE_INTESTINE	63.40123	0.54886
ccle_broad_2019	NCIH747_LARGE_INTESTINE	51.15398	1.7902
ccle_broad_2019	RT4_URINARY_TRACT	31.41193	24.19455
ccle_broad_2019	KATOIII_STOMACH	58.58467	0.09704
ccle_broad_2019	BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	74.80322	15.00992
ccle_broad_2019	SW1417_LARGE_INTESTINE	71.89445	0.50681
ccle_broad_2019	SW948_LARGE_INTESTINE	110.81305	0.22359
ccle_broad_2019	HS606T_FIBROBLAST	13.86578	90.26543
ccle_broad_2019	MDAMB415_BREAST	20.91236	1.20483
ccle_broad_2019	DMS79_LUNG	2.8266	67.84521
ccle_broad_2019	NCIH2106_LUNG	0.46439	0.25079
ccle_broad_2019	SW579_THYROID	20.32401	55.79536
ccle_broad_2019	MDAMB468_BREAST	38.16095	0.46523
ccle_broad_2019	NCIH526_LUNG	0.79	55.94767
ccle_broad_2019	TOV112D_OVARY	99.09037	27.14787
ccle_broad_2019	BT549_BREAST	38.5579	213.07829
ccle_broad_2019	NCIH2196_LUNG	2.85657	0.19767
ccle_broad_2019	CAL851_BREAST	28.13975	39.60278
ccle_broad_2019	EFO21_OVARY	127.51451	6.23438
ccle_broad_2019	A375_SKIN	4.85091	0.06936
ccle_broad_2019	HT29_LARGE_INTESTINE	81.98483	0.12623
ccle_broad_2019	NCIH446_LUNG	105.32498	123.36909
ccle_broad_2019	HS294T_SKIN	7.49431	0.69795
